antecedents,consequents,support,confidence,lift
Organic Red Bell Pepper,Organic Bell Pepper,0.00186,0.102592388306674,13.789299503585218
Organic Red Bell Pepper,Limes,0.00185,0.1020408163265306,2.4106027953350018
Organic Red Bell Pepper,Organic Cucumber,0.00183,0.1009376723662437,4.023024008220159
Organic Red Delicious Apple,Bag of Organic Bananas,0.00123,0.2727272727272727,2.263296869105998
Organic Red On the Vine Tomato,Bag of Organic Bananas,0.00109,0.3132183908045977,2.599322745266371
Organic Red Onion,Bag of Organic Bananas,0.00418,0.2032085561497326,1.6863780593338806
Organic Red Onion,Organic Baby Spinach,0.00372,0.1808458920758386,2.425833562385494
Organic Red Onion,Organic Hass Avocado,0.00366,0.1779290228488089,2.663209442430908
Organic Red Onion,Limes,0.00336,0.1633446767136606,3.858839516032616
Organic Red Onion,Organic Garlic,0.0031,0.1507049100631988,4.539304519975867
Organic Red Onion,Organic Strawberries,0.00301,0.1463296062226543,1.7647082274801538
Organic Red Onion,Organic Cilantro,0.00282,0.1370928536703937,6.251384116297024
Organic Red Onion,Organic Avocado,0.00277,0.1346621293145357,2.470411471556333
Organic Red Onion,Large Lemon,0.00251,0.1220223626640738,2.583577443660256
Organic Red Onion,Organic Yellow Onion,0.00244,0.1186193485658726,3.3988352024605333
Organic Red Onion,Organic Zucchini,0.00238,0.1157024793388429,3.6270369698696863
Organic Reduced Fat 2% Milk,Bag of Organic Bananas,0.00309,0.210204081632653,1.7444322127191123
Organic Reduced Fat 2% Milk,Organic Strawberries,0.0024,0.1632653061224489,1.9689496638018449
Organic Reduced Fat 2% Milk,Organic Hass Avocado,0.00203,0.1380952380952381,2.0669845546361043
Organic Reduced Fat 2% Milk,Organic Raspberries,0.00167,0.1136054421768707,2.6352457011568253
Organic Reduced Fat Milk,Banana,0.00363,0.3129310344827586,2.1627689161846613
Organic Reduced Fat Milk,Organic Strawberries,0.00243,0.2094827586206896,2.526323668845751
Organic Reduced Fat Milk,Organic Baby Spinach,0.00151,0.1301724137931034,1.7461088369296238
Organic Reduced Fat Milk,Organic Avocado,0.00148,0.1275862068965517,2.340601850973248
Organic Roasted Turkey Breast,Bag of Organic Bananas,0.00226,0.2565266742338252,2.1288520683305
Organic Roasted Turkey Breast,Organic Strawberries,0.00203,0.2304199772985244,2.778822688115345
Organic Roasted Turkey Breast,Organic Hass Avocado,0.00167,0.1895573212258796,2.8372597100116703
Organic Roasted Turkey Breast,Organic Baby Spinach,0.00139,0.1577752553916004,2.1163682815774707
Organic Roasted Turkey Breast,Organic Raspberries,0.0011,0.1248581157775255,2.896268053294492
Organic Roma Tomato,Bag of Organic Bananas,0.00234,0.2478813559322034,2.057106688234053
Organic Roma Tomato,Organic Baby Spinach,0.0016,0.1694915254237288,2.273528174697905
Organic Roma Tomato,Organic Strawberries,0.00154,0.1631355932203389,1.9673853499799685
Organic Roma Tomato,Organic Hass Avocado,0.00147,0.1557203389830508,2.33079387790826
Organic Roma Tomato,Organic Avocado,0.00138,0.1461864406779661,2.6818279339197595
Organic Roma Tomato,Organic Cilantro,0.00122,0.1292372881355932,5.893173193597501
Organic Roma Tomato,Organic Garlic,0.00114,0.1207627118644067,3.637431080253216
Organic Roma Tomato,Limes,0.00114,0.1207627118644067,2.8528871217672283
Organic Roma Tomato,Organic Yellow Onion,0.00111,0.1175847457627118,3.36919042300034
Organic Roma Tomato,Large Lemon,0.00105,0.111228813559322,2.355045809005336
Organic Roma Tomato,Organic Red Onion,0.00101,0.1069915254237288,5.201338134357258
Organic Romaine,Organic Baby Spinach,0.00147,0.1904145077720207,2.554185214916441
Organic Romaine,Organic Avocado,0.00123,0.1593264248704663,2.9228843307735515
Organic Romaine,Organic Strawberries,0.00115,0.1489637305699482,1.7964752842492546
Organic Romaine,Large Lemon,0.00103,0.133419689119171,2.824892846054859
Organic Romaine Lettuce,Bag of Organic Bananas,0.00202,0.1865189289012004,1.5478749286406672
Organic Romaine Lettuce,Organic Hass Avocado,0.00195,0.1800554016620498,2.695036696034274
Organic Romaine Lettuce,Organic Strawberries,0.00172,0.1588180978762696,1.9153171475671689
Organic Romaine Lettuce,Organic Baby Spinach,0.00164,0.1514312096029547,2.0312704172093192
Organic Romaine Lettuce,Organic Small Bunch Celery,0.00128,0.1181902123730378,5.476840239714453
Organic Romaine Lettuce,Organic Avocado,0.00128,0.1181902123730378,2.16822990961361
Organic Romaine Lettuce,Organic Yellow Onion,0.00117,0.1080332409972299,3.0955083380295108
Organic Romaine Lettuce,Organic Cucumber,0.00114,0.1052631578947368,4.195422793732038
Organic Romaine Lettuce,Limes,0.00113,0.1043397968605724,2.4649136985724662
Organic Russet Potato,Bag of Organic Bananas,0.00241,0.2469262295081967,2.0491803278688523
Organic Russet Potato,Organic Yellow Onion,0.00158,0.1618852459016393,4.638545727840669
Organic Russet Potato,Organic Hass Avocado,0.00149,0.1526639344262295,2.2850461671341047
Organic Russet Potato,Organic Strawberries,0.00149,0.1526639344262295,1.841099064474548
Organic Russet Potato,Organic Baby Spinach,0.00136,0.1393442622950819,1.8691383272311464
Organic Russet Potato,Organic Garlic,0.00118,0.1209016393442623,3.641615642899467
Organic Salted Butter,Bag of Organic Bananas,0.00103,0.2356979405034325,1.9559995062525524
Organic Shredded Carrots,Bag of Organic Bananas,0.00121,0.197389885807504,1.638090338651486
Organic Shredded Carrots,Organic Baby Spinach,0.00112,0.1827079934747145,2.4508114483529777
Organic Shredded Mozzarella,Organic Strawberries,0.00149,0.2466887417218543,2.975021004846289
Organic Shredded Mozzarella,Bag of Organic Bananas,0.00127,0.2102649006622516,1.7449369349564452
Organic Shredded Mozzarella,Organic Baby Spinach,0.0011,0.1821192052980132,2.442913551951888
Organic Shredded Mozzarella,Organic Hass Avocado,0.001,0.1655629139072847,2.4781157597258607
Organic Small Bunch Celery,Bag of Organic Bananas,0.00474,0.2196478220574606,1.8228035025515408
Organic Small Bunch Celery,Organic Hass Avocado,0.0039,0.180722891566265,2.70502756423088
Organic Small Bunch Celery,Organic Baby Spinach,0.00376,0.1742354031510658,2.337161678753397
Organic Small Bunch Celery,Organic Strawberries,0.00345,0.159870250231696,1.9280059121043904
Organic Small Bunch Celery,Organic Yellow Onion,0.0033,0.1529193697868396,4.3816438334338015
Organic Small Bunch Celery,Organic Garlic,0.00281,0.1302131603336422,3.9220831425795866
Organic Small Bunch Celery,Organic Cucumber,0.00257,0.1190917516218721,4.746582368348828
Organic Small Bunch Celery,Carrots,0.00247,0.1144578313253012,5.062265870203503
Organic Small Bunch Celery,Organic Italian Parsley Bunch,0.00246,0.1139944392956441,6.047450360511625
Organic Small Bunch Celery,Large Lemon,0.00228,0.1056533827618165,2.236997305988069
Organic Small Bunch Celery,Organic Lemon,0.00224,0.1037998146431881,3.739186406454904
Organic Snipped Green Beans,Organic Strawberries,0.00127,0.2504930966469428,3.020900827869547
Organic Snipped Green Beans,Bag of Organic Bananas,0.00115,0.2268244575936883,1.882360643931024
Organic Sour Cream,Bag of Organic Bananas,0.00163,0.2,1.6597510373443984
Organic Sour Cream,Organic Strawberries,0.00126,0.154601226993865,1.8644624577166555
Organic Sour Cream,Organic Hass Avocado,0.00122,0.1496932515337423,2.2405815227322607
Organic Sour Cream,Organic Baby Spinach,0.00101,0.1239263803680981,1.662325692395683
Organic Spaghetti Squash,Organic Baby Spinach,0.00106,0.2511848341232227,3.369347204872202
Organic Spring Mix,Organic Baby Spinach,0.00127,0.1297242083758937,1.7400966918295608
Organic Spring Mix,Organic Hass Avocado,0.00124,0.1266598569969356,1.89582183800233
Organic Spring Mix,Organic Strawberries,0.00122,0.1246169560776302,1.5028576468599883
Organic Spring Mix Salad,Organic Baby Spinach,0.00137,0.2082066869300911,2.792846236486803
Organic Spring Mix Salad,Bag of Organic Bananas,0.0012,0.182370820668693,1.5134507939310624
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Bag of Organic Bananas,0.00253,0.2395833333333333,1.988243430152144
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Banana,0.00244,0.231060606060606,1.59693555919971
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Strawberries,0.00229,0.2168560606060606,2.615244339195135
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Hass Avocado,0.00145,0.137310606060606,2.055240324212035
Organic Strawberries,Bag of Organic Bananas,0.01899,0.2290159189580318,1.9005470452948705
Organic Strawberries,Organic Hass Avocado,0.01278,0.1541244573082489,2.3069070095531945
Organic Strawberries,Organic Baby Spinach,0.01169,0.1409792571152918,1.891069847287617
Organic Strawberries,Organic Raspberries,0.01051,0.126748673420164,2.9401223247544426
Organic Strawberry Smoothie,Banana,0.00105,0.2748691099476439,1.8997104841222197
Organic Thompson Seedless Raisins,Bag of Organic Bananas,0.00119,0.3148148148148148,2.612571077301368
Organic Thyme,Organic Garlic,0.00128,0.1990668740279938,5.995990181566079
Organic Thyme,Organic Yellow Onion,0.00124,0.192846034214619,5.525674332797106
Organic Tomato Basil Pasta Sauce,Bag of Organic Bananas,0.001,0.2,1.6597510373443984
Organic Tomato Cluster,Bag of Organic Bananas,0.00454,0.2359667359667359,1.9582301739978087
Organic Tomato Cluster,Organic Hass Avocado,0.00386,0.2006237006237006,3.0028992759122985
Organic Tomato Cluster,Organic Strawberries,0.00356,0.185031185031185,2.2314421735550534
Organic Tomato Cluster,Organic Baby Spinach,0.0033,0.1715176715176715,2.300706526058639
Organic Tomato Cluster,Organic Cucumber,0.00236,0.1226611226611226,4.888845064213737
Organic Tomato Cluster,Organic Yellow Onion,0.00207,0.1075883575883575,3.082760962417123
Organic Tomato Cluster,Limes,0.00201,0.1044698544698544,2.4679861674900656
Organic Tomato Cluster,Organic Avocado,0.00196,0.1018711018711018,1.8688516211906412
Organic Tomato Cluster,Organic Garlic,0.00194,0.1008316008316008,3.0370964105903866
Organic Tomato Paste,Banana,0.00127,0.2292418772563177,1.5843657284975996
Organic Turkey Bacon,Bag of Organic Bananas,0.00103,0.2132505175983437,1.7697138389904044
Organic Unsalted Butter,Bag of Organic Bananas,0.00171,0.2375,1.970954356846473
Organic Unsalted Butter,Organic Strawberries,0.00137,0.1902777777777777,2.294715120330171
Organic Unsalted Butter,Organic Baby Spinach,0.00109,0.1513888888888889,2.030702734928087
Organic Unsweetened Almond Milk,Bag of Organic Bananas,0.00422,0.2331491712707182,1.934847894362807
Organic Unsweetened Almond Milk,Organic Baby Spinach,0.00298,0.1646408839779005,2.208462561742462
Organic Unsweetened Almond Milk,Organic Hass Avocado,0.0028,0.154696132596685,2.31546374190518
Organic Unsweetened Almond Milk,Organic Strawberries,0.00274,0.1513812154696132,1.8256297089919595
Organic Unsweetened Vanilla Almond Milk,Bag of Organic Bananas,0.00122,0.2364341085271318,1.9621087844575251
Organic Unsweetened Vanilla Almond Milk,Organic Baby Spinach,0.00101,0.1957364341085271,2.625572556787755
Organic White Onions,Bag of Organic Bananas,0.0013,0.1841359773371104,1.5280993969884686
Organic White Onions,Organic Garlic,0.00122,0.1728045325779036,5.204955800539268
Organic White Onions,Organic Baby Spinach,0.0012,0.1699716713881019,2.279968764427927
Organic White Onions,Organic Hass Avocado,0.00112,0.1586402266288951,2.3744982282427056
Organic White Onions,Organic Strawberries,0.00104,0.1473087818696883,1.7765169062914663
Organic Whole Grain Wheat English Muffins,Bag of Organic Bananas,0.00124,0.2844036697247706,2.360196429251209
Organic Whole Grassmilk Milk,Bag of Organic Bananas,0.00121,0.2505175983436852,2.078984218619795
Organic Whole Milk,Banana,0.00952,0.2222741069343917,1.5362091847010282
Organic Whole Milk,Bag of Organic Bananas,0.00846,0.197525099229512,1.639212441738689
Organic Whole Milk,Organic Strawberries,0.00771,0.1800140088722857,2.1709359487733453
Organic Whole Milk,Organic Baby Spinach,0.0051,0.1190754144291384,1.5972557267490068
Organic Whole Milk,Organic Hass Avocado,0.00471,0.1099696474433808,1.64600579918247
Organic Whole Milk with DHA Omega-3,Banana,0.00116,0.2685185185185185,1.8558194658823584
Organic Whole Strawberries,Bag of Organic Bananas,0.00263,0.2733887733887734,2.2687865011516464
Organic Whole Strawberries,Organic Baby Spinach,0.00227,0.2359667359667359,3.165214432820066
Organic Whole Strawberries,Frozen Organic Wild Blueberries,0.00219,0.2276507276507276,23.88779933375946
Organic Whole Strawberries,Organic Strawberries,0.00156,0.1621621621621621,1.955645949857238
Organic Whole Strawberries,Organic Raspberries,0.00155,0.1611226611226611,3.737477641444238
Organic Whole Strawberries,Organic Hass Avocado,0.00154,0.16008316008316,2.396095795287533
Organic Whole Strawberries,Organic Blueberries,0.00105,0.1091476091476091,3.534572835090969
Organic Whole Strawberries,Organic Avocado,0.00102,0.106029106029106,1.9451312791984228
Organic Whole String Cheese,Bag of Organic Bananas,0.00447,0.2464167585446527,2.044952353067657
Organic Whole String Cheese,Organic Strawberries,0.00435,0.2398015435501653,2.8919626573826025
Organic Whole String Cheese,Banana,0.00422,0.2326350606394708,1.6078171306895483
Organic Whole String Cheese,Organic Hass Avocado,0.00326,0.1797133406835722,2.689916789156896
Organic Whole String Cheese,Organic Whole Milk,0.00276,0.1521499448732083,3.552415243362325
Organic Whole String Cheese,Organic Baby Spinach,0.0026,0.1433296582138919,1.9225976956927155
Organic Whole String Cheese,Organic Raspberries,0.00206,0.113561190738699,2.6342192238157973
Organic Yams,Bag of Organic Bananas,0.00119,0.1862284820031299,1.5454645809388374
Organic Yams,Organic Strawberries,0.00111,0.1737089201877934,2.0948977350192166
Organic Yams,Organic Baby Spinach,0.00101,0.1580594679186228,2.120180656185417
Organic Yellow Onion,Bag of Organic Bananas,0.00751,0.2151862464183381,1.78577797857542
Organic Yellow Onion,Organic Garlic,0.00671,0.1922636103151862,5.791072599855007
Organic Yellow Onion,Organic Hass Avocado,0.00631,0.1808022922636103,2.706216019512204
Organic Yellow Onion,Organic Baby Spinach,0.00564,0.1616045845272206,2.1677341988896126
Organic Yellow Onion,Organic Strawberries,0.00515,0.1475644699140401,1.779600457236374
Organic Yellow Onion,Limes,0.00379,0.1085959885386819,2.565461576628442
Organic Yellow Onion,Organic Zucchini,0.00353,0.1011461318051576,3.170725134957918
Organic Yellow Peaches,Organic Strawberries,0.00245,0.3597650513950073,4.3387005715751
Organic Yellow Peaches,Bag of Organic Bananas,0.00154,0.2261380323054331,1.8766641685098189
Organic Yellow Peaches,Organic Hass Avocado,0.0014,0.2055800293685756,3.0770847084055624
Organic Yellow Peaches,Organic Baby Spinach,0.00106,0.1556534508076358,2.087906784810675
Organic Yellow Squash,Organic Zucchini,0.0017,0.4709141274238227,14.762198351843974
Organic Zucchini,Bag of Organic Bananas,0.00666,0.2087774294670846,1.7325927756604538
Organic Zucchini,Organic Baby Spinach,0.00641,0.2009404388714733,2.6953781203416947
Organic Zucchini,Organic Hass Avocado,0.0054,0.1692789968652037,2.533737417530366
Organic Zucchini,Organic Strawberries,0.00495,0.1551724137931034,1.871350865811668
Organic Zucchini,Organic Yellow Onion,0.00353,0.1106583072100313,3.170725134957918
Organic Zucchini,Large Lemon,0.00338,0.1059561128526646,2.2434070051379336
Original Hummus,Banana,0.00537,0.2403760071620412,1.6613173485523614
Original Hummus,Bag of Organic Bananas,0.00411,0.1839749328558639,1.5267629282644308
Original Hummus,Organic Strawberries,0.00372,0.1665174574753805,2.008170012968892
Original Hummus,Organic Baby Spinach,0.00341,0.1526410026857654,2.047498359299335
Original Hummus,Organic Hass Avocado,0.00312,0.1396598030438675,2.090402679896236
Original Hummus,Organic Avocado,0.00248,0.1110116383169203,2.0365371182704157
Original Hummus,Organic Raspberries,0.00224,0.1002685765443151,2.3258774424568576
Original No Pulp 100% Florida Orange Juice,Banana,0.00165,0.2606635071090047,1.80153090821069
Original Orange Juice,Banana,0.00181,0.231162196679438,1.5976376852542542
Original Veggie Straws,Bag of Organic Bananas,0.00133,0.2321116928446771,1.9262381148935863
Original Veggie Straws,Organic Strawberries,0.00128,0.2233856893542757,2.6939904649574986
Peach Pear Flavored Sparkling Water,Sparkling Water Grapefruit,0.00194,0.3079365079365079,12.87359983012157
Peach Pear Flavored Sparkling Water,Lime Sparkling Water,0.00141,0.2238095238095238,14.920634920634924
Peach Pear Flavored Sparkling Water,Sparkling Lemon Water,0.00102,0.1619047619047619,15.658100764483745
Pineapple Chunks,Organic Baby Spinach,0.0018,0.2374670184696569,3.18533894660841
Pineapple Chunks,Banana,0.00174,0.2295514511873351,1.5865052953717265
Pineapple Chunks,Bag of Organic Bananas,0.00155,0.204485488126649,1.6969750052004071
Pineapple Chunks,Organic Hass Avocado,0.00115,0.1517150395778364,2.270843280614226
Pineapple Chunks,Organic Strawberries,0.00107,0.1411609498680738,1.7023751793062456
Plain Greek Yogurt,Bag of Organic Bananas,0.00107,0.2404494382022471,1.995431022425288
Pure Irish Butter,Bag of Organic Bananas,0.00193,0.1812206572769953,1.5039058695186334
Pure Sparkling Water,Sparkling Water Grapefruit,0.00192,0.2204362801377726,9.215563550910227
Pure Sparkling Water,Sparkling Lemon Water,0.00127,0.1458094144661308,14.101490760747668
Pure Sparkling Water,Lime Sparkling Water,0.00112,0.1285878300803673,8.572522005357825
Raisin Bran Cereal,Banana,0.00112,0.2466960352422907,1.7049971334735692
Raspberries,Strawberries,0.00375,0.2134319863403528,4.794069774042068
Raspberries,Organic Blueberries,0.00199,0.1132612407512806,3.667786293759087
Raspberries,Blackberries,0.00196,0.1115537848605577,15.26043568543882
Raspberries,Blueberries,0.00186,0.105862265224815,5.917398838726386
Red Onion,Banana,0.00325,0.2484709480122324,1.7172641372052828
Red Onion,Large Lemon,0.00214,0.1636085626911315,3.464081361235052
Red Onion,Limes,0.00201,0.1536697247706422,3.6302793472866095
Red Onion,Organic Avocado,0.00186,0.1422018348623853,2.6087293131973093
Red Onion,Organic Baby Spinach,0.00152,0.1162079510703364,1.5587921002057197
Red Onion,Cucumber Kirby,0.00144,0.110091743119266,3.597769382982551
Red Peppers,Banana,0.00468,0.2638105975197294,1.8232814812338756
Red Peppers,Organic Baby Spinach,0.00269,0.1516347237880496,2.034000319088526
Red Peppers,Organic Hass Avocado,0.00226,0.1273957158962796,1.9068360409561385
Red Peppers,Limes,0.00218,0.1228861330326945,2.9030506268059177
Red Peppers,Green Bell Pepper,0.00206,0.1161217587373168,6.907897604837408
Red Peppers,Organic Avocado,0.00203,0.1144306651634723,2.099260047027561
Red Peppers,Cucumber Kirby,0.00198,0.1116121758737316,3.647456727899729
Red Peppers,Organic Yellow Onion,0.00187,0.1054114994363021,3.0203868033324395
Red Peppers,Organic Zucchini,0.00184,0.1037204058624577,3.251423381268268
Red Raspberries,Banana,0.00243,0.3003708281829418,2.075961214893509
Red Raspberries,Strawberries,0.00138,0.1705809641532756,3.831558044772589
Red Raspberries,Organic Strawberries,0.00111,0.1372064276885043,1.654684366720988
Red Raspberries,Organic Hass Avocado,0.001,0.1236093943139678,1.8501630641216564
Red Vine Tomato,Banana,0.00451,0.2638970157987126,1.823878746276264
Red Vine Tomato,Organic Avocado,0.00249,0.1456992393212405,2.672890099454054
Red Vine Tomato,Organic Baby Spinach,0.00246,0.1439438267992978,1.9308360402320297
Red Vine Tomato,Large Lemon,0.00219,0.1281451141018139,2.713214357438364
Red Vine Tomato,Limes,0.00218,0.1275599765944997,3.013465074285369
Red Vine Tomato,Cucumber Kirby,0.00213,0.1246342890579286,4.0730159822852485
Red Vine Tomato,Organic Hass Avocado,0.00178,0.1041544763019309,1.5589653689856453
Roasted Turkey Breast,Banana,0.00131,0.2504780114722753,1.7311356104241848
Roma Tomato,Banana,0.00329,0.2638331996792301,1.8234376921641449
Roma Tomato,Organic Avocado,0.00168,0.1347233360064154,2.471534324094944
Roma Tomato,Large Lemon,0.00147,0.1178829190056134,2.495933072318727
Roma Tomato,Cucumber Kirby,0.00134,0.107457898957498,3.5116960443626795
Roma Tomato,Limes,0.00128,0.1026463512429831,2.4249078961252817
Romaine Hearts,Organic Strawberries,0.00116,0.142156862745098,1.7143857060431509
Romaine Hearts,Organic Baby Spinach,0.00105,0.1286764705882352,1.7260425296879311
Russet Potato,Banana,0.00242,0.2607758620689655,1.802307430153884
Russet Potato,Organic Baby Spinach,0.00108,0.1163793103448275,1.5610906820231734
Russet Potato,Organic Avocado,0.00101,0.1088362068965517,1.9966282681444087
Salted Butter,Banana,0.00139,0.2297520661157024,1.587891810876373
Sea Salt Pita Chips,Banana,0.00126,0.2395437262357414,1.6555651823605049
Seedless Red Grapes,Banana,0.00779,0.3051312181746964,2.108861829944684
Seedless Red Grapes,Organic Strawberries,0.00428,0.1676459067763415,2.021778904683328
Seedless Red Grapes,Strawberries,0.00342,0.1339600470035252,3.008985781750343
Seedless Red Grapes,Organic Baby Spinach,0.00323,0.126517822169996,1.6970868164989412
Seedless Red Grapes,Organic Hass Avocado,0.00274,0.1073247160203681,1.606416943876189
Seedless Red Grapes,Organic Avocado,0.00256,0.1002741872307089,1.8395558105064935
Shallot,Large Lemon,0.0012,0.2150537634408602,4.5533297362028415
Sharp Cheddar Cheese,Banana,0.00219,0.2278876170655567,1.5750059925741702
Sharp Cheddar Cheese,Organic Baby Spinach,0.00131,0.1363163371488033,1.828522295758596
Shredded Mild Cheddar Cheese,Banana,0.00194,0.2360097323600973,1.631140592716133
Shredded Mild Cheddar Cheese,Organic Strawberries,0.00158,0.1922141119221411,2.318066955163304
Shredded Mild Cheddar Cheese,Organic Hass Avocado,0.00123,0.1496350364963503,2.239710170578512
Shredded Mild Cheddar Cheese,Organic Baby Spinach,0.00122,0.1484184914841849,1.990858370009187
Shredded Mozzarella,Banana,0.00145,0.2350081037277147,1.6242180090380447
Shredded Mozzarella,Organic Baby Spinach,0.00124,0.2009724473257698,2.695807475865457
Shredded Parmesan,Bag of Organic Bananas,0.00216,0.1942446043165467,1.6119884175647037
Shredded Parmesan,Organic Baby Spinach,0.00194,0.1744604316546762,2.340180169747502
Shredded Parmesan,Organic Strawberries,0.00182,0.1636690647482014,1.973818918815744
Shredded Parmesan,Organic Hass Avocado,0.00153,0.1375899280575539,2.0594211653577905
Shredded Parmesan,Organic Avocado,0.00135,0.1214028776978417,2.2271670830644235
Shredded Parmesan,Large Lemon,0.00112,0.1007194244604316,2.1325306894014746
Small Hass Avocado,Banana,0.00451,0.2963206307490145,2.047968973315464
Small Hass Avocado,Organic Baby Spinach,0.00175,0.1149802890932983,1.542324468052291
Soda,Zero Calorie Cola,0.00129,0.1120764552562988,41.05364661402889
Sour Cream,Banana,0.00161,0.2371134020618557,1.638768415660071
Sourdough Bread,Banana,0.0011,0.2222222222222222,1.5358505924543655
Spaghetti,Banana,0.00128,0.2612244897959184,1.805408043374928
Sparkling Lemon Water,Sparkling Water Grapefruit,0.00282,0.2727272727272727,11.401641836424444
Sparkling Lemon Water,Lime Sparkling Water,0.0028,0.2707930367504835,18.052869116698904
Sparkling Lemon Water,Pure Sparkling Water,0.00127,0.1228239845261121,14.101490760747668
Sparkling Lemon Water,Sparkling Water Berry,0.00116,0.1121856866537717,21.82600907660929
Sparkling Natural Mineral Water,Organic Hass Avocado,0.00171,0.1272321428571428,1.904387709282186
Sparkling Water Berry,Sparkling Water Grapefruit,0.00161,0.3132295719844358,13.094881771924577
Sparkling Water Berry,Banana,0.00123,0.2392996108949416,1.653878021251929
Sparkling Water Berry,Lime Sparkling Water,0.00122,0.2373540856031128,15.823605706874192
Sparkling Water Berry,Sparkling Lemon Water,0.00116,0.2256809338521401,21.826009076609296
Sparkling Water Grapefruit,Lime Sparkling Water,0.00426,0.1780936454849498,11.872909698996656
Sparkling Water Grapefruit,Sparkling Lemon Water,0.00282,0.1178929765886287,11.401641836424446
Spinach,Banana,0.00142,0.2639405204460966,1.8241794211493303
Spring Water,Organic Hass Avocado,0.00173,0.1003480278422273,1.5019911366895284
Strawberries,Banana,0.01242,0.2789757412398922,1.9280927585865797
Strawberry Preserves,Banana,0.00109,0.2193158953722334,1.51576401528947
Super Greens Salad,Bag of Organic Bananas,0.00109,0.2379912663755458,1.9750312562285963
Sustainably Soft Bath Tissue,Bag of Organic Bananas,0.001,0.1919385796545105,1.5928512834399218
Sweet Onion,Bag of Organic Bananas,0.00114,0.1847649918962722,1.5333194348238364
Total 0% Greek Yogurt,Banana,0.00214,0.2834437086092715,1.9589723450775551
Total 0% Greek Yogurt,Organic Strawberries,0.00105,0.1390728476821192,1.677193049712002
Total 0% Greek Yogurt,Organic Baby Spinach,0.00101,0.1337748344370861,1.7944310454337504
Total 0% Nonfat Greek Yogurt,Banana,0.00229,0.2851805728518057,1.9709763829691456
Total 0% Nonfat Plain Greek Yogurt,Banana,0.00128,0.2949308755760368,2.0383639199394348
Total 0% Raspberry Yogurt,Banana,0.00112,0.3111111111111111,2.1501908294361125
Total 2% All Natural Greek Strained Yogurt with Honey,Banana,0.00199,0.2646276595744681,1.8289284648176656
Total 2% All Natural Greek Strained Yogurt with Honey,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.00194,0.2579787234042553,27.473772460517072
Total 2% All Natural Greek Strained Yogurt with Honey,Total 2% Lowfat Greek Strained Yogurt with Peach,0.00121,0.1609042553191489,26.20590477510569
Total 2% All Natural Greek Strained Yogurt with Honey,Total 2% Lowfat Greek Strained Yogurt With Blueberry,0.00119,0.1582446808510638,24.881239127525763
Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,Banana,0.00123,0.25625,1.7710277144239408
Total 2% All Natural Plain Greek Yogurt,Banana,0.00138,0.2716535433070866,1.877486649437325
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.00165,0.3,31.948881789137378
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% Lowfat Greek Strained Yogurt With Blueberry,0.00163,0.2963636363636364,46.5980560320183
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Banana,0.00159,0.2890909090909091,1.998001998001998
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Total 2% Lowfat Greek Strained Yogurt with Peach,0.00153,0.2781818181818182,45.30648504589873
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Banana,0.00182,0.2861635220125786,1.9777698666983108
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.00163,0.2562893081761006,46.5980560320183
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% All Natural Greek Strained Yogurt with Honey,0.00119,0.1871069182389937,24.881239127525763
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.00256,0.4169381107491857,44.40235471237335
Total 2% Lowfat Greek Strained Yogurt with Peach,Banana,0.00165,0.2687296416938111,1.8572786073247012
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.00153,0.249185667752443,45.30648504589873
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% All Natural Greek Strained Yogurt with Honey,0.00121,0.1970684039087948,26.20590477510569
Total 2% Lowfat Plain Greek Yogurt,Banana,0.00115,0.2259332023575638,1.5614983921318946
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Banana,0.00268,0.2854100106496272,1.9725621027688656
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt with Peach,0.00256,0.2726304579339723,44.40235471237335
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% All Natural Greek Strained Yogurt with Honey,0.00194,0.2066027689030883,27.473772460517072
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.00165,0.1757188498402555,31.948881789137378
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Organic Strawberries,0.00144,0.1533546325878594,1.849428757692468
